entry_id,contest_id,contest_name,entry_fee,P,C/1B,2B,3B,SS,OF,OF,OF,UTIL,"","Instructions"
"3672245601","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","1) Edit your lineup by inserting any player from this list into their appropriate position columns"
"3672245602","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"3672245604","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited"
"3672245607","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","4) You can not use this form to create new entries"
"3672245609","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","",""
"3672245611","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
"","","","","","","","","","","","","","",127566-220845:Juan Nunez,127566-220845,P,Juan,Juan Nunez,Nunez,,0,5500,MIN@BAL,BAL,MIN,,,,,,P
"","","","","","","","","","","","","","",127566-163507:Alan Rangel,127566-163507,P,Alan,Alan Rangel,Rangel,9.6,5,5500,TEX@PHI,PHI,TEX,,,,,,P
"","","","","","","","","","","","","","",127566-165553:Dylan Smith,127566-165553,P,Dylan,Dylan Smith,Smith,7.285714285714286,7,5500,DET@SD,DET,SD,,,,,,P
"","","","","","","","","","","","","","",127566-163511:Yunior Marte,127566-163511,P,Yunior,Yunior Marte,Marte,3.782608695652174,23,5500,BOS@CIN,CIN,BOS,,,,,,P
"","","","","","","","","","","","","","",127566-114360:Devin Williams,127566-114360,P,Devin,Devin Williams,Williams,5.871428571428571,71,5500,PIT@NYM,NYM,PIT,,,,,,P
"","","","","","","","","","","","","","",127566-38596:Chris Martin,127566-38596,P,Chris,Chris Martin,Martin,4.913043478260869,49,5500,TEX@PHI,TEX,PHI,,,,,,P
"","","","","","","","","","","","","","",127566-165572:Noah Murdock,127566-165572,P,Noah,Noah Murdock,Murdock,3.4615384615384617,14,5500,PIT@NYM,PIT,NYM,,,,,,P
"","","","","","","","","","","","","","",127566-165577:Sam Bachman,127566-165577,P,Sam,Sam Bachman,Bachman,4.0476190476190474,23,5500,LAA@HOU,LAA,HOU,,,,,,P
"","","","","","","","","","","","","","",127566-81615:Tim Mayza,127566-81615,P,Tim,Tim Mayza,Mayza,4.933333333333334,15,5500,TEX@PHI,PHI,TEX,,,,,,P
"","","","","","","","","","","","","","",127566-188115:Grant Hartwig,127566-188115,P,Grant,Grant Hartwig,Hartwig,4.25,6,5500,MIN@BAL,MIN,BAL,,,,,,P
"","","","","","","","","","","","","","",127566-222930:Logan VanWey,127566-222930,P,Logan,Logan VanWey,VanWey,3.888888888888889,9,5500,LAA@HOU,HOU,LAA,,,,,,P
"","","","","","","","","","","","","","",127566-165584:Alejandro Hidalgo,127566-165584,P,Alejandro,Alejandro Hidalgo,Hidalgo,,0,5500,MIN@BAL,MIN,BAL,,,,,,P
"","","","","","","","","","","","","","",127566-165585:Erik Rivera,127566-165585,P,Erik,Erik Rivera,Rivera,,0,5500,BOS@CIN,BOS,CIN,,,,,,P
"","","","","","","","","","","","","","",127566-198352:Shane Drohan,127566-198352,P,Shane,Shane Drohan,Drohan,0,1,5500,CWS@MIL,MIL,CWS,,,,,,P
"","","","","","","","","","","","","","",127566-222928:Michael Darrell-Hicks,127566-222928,P,Michael,Michael Darrell-Hicks,Darrell-Hicks,5,7,5500,PIT@NYM,PIT,NYM,,,,,,P
"","","","","","","","","","","","","","",127566-179924:Gavin Hollowell,127566-179924,P,Gavin,Gavin Hollowell,Hollowell,6.142857142857143,7,5500,WSH@CHC,CHC,WSH,,,,,,P
"","","","","","","","","","","","","","",127566-198357:Ryan Fernandez,127566-198357,P,Ryan,Ryan Fernandez,Fernandez,3.7096774193548385,32,5500,TB@STL,STL,TB,,,,,,P
"","","","","","","","","","","","","","",127566-198356:Justin Slaten,127566-198356,P,Justin,Justin Slaten,Slaten,3.972972972972973,38,5500,BOS@CIN,BOS,CIN,,,,,,P
"","","","","","","","","","","","","","",127566-141024:Bruce Zimmermann,127566-141024,P,Bruce,Bruce Zimmermann,Zimmermann,6,1,5500,TB@STL,STL,TB,,,,,,P
"","","","","","","","","","","","","","",127566-81640:Yacksel Rios,127566-81640,P,Yacksel,Yacksel Rios,Rios,,0,5500,WSH@CHC,CHC,WSH,,,,,,P
"","","","","","","","","","","","","","",127566-81642:A.J. Minter,127566-81642,P,A.J.,A.J. Minter,Minter,5.3076923076923075,13,5500,PIT@NYM,NYM,PIT,IL,Lat,,,,P
"","","","","","","","","","","","","","",127566-165621:Russell Smith,127566-165621,P,Russell,Russell Smith,Smith,,0,5500,CWS@MIL,MIL,CWS,,,,,,P
"","","","","","","","","","","","","","",127566-182005:Kevin Kelly,127566-182005,P,Kevin,Kevin Kelly,Kelly,3.95,41,5500,TB@STL,TB,STL,,,,,,P
"","","","","","","","","","","","","","",127566-165625:Calvin Ziegler,127566-165625,P,Calvin,Calvin Ziegler,Ziegler,,0,5500,PIT@NYM,NYM,PIT,DTD,Elbow,,,,P
"","","","","","","","","","","","","","",127566-165628:Josh Walker,127566-165628,P,Josh,Josh Walker,Walker,9,3,5500,MIN@BAL,BAL,MIN,,,,,,P
"","","","","","","","","","","","","","",127566-165642:Mason Miller,127566-165642,P,Mason,Mason Miller,Miller,7.758064516129032,62,5500,DET@SD,SD,DET,,,,,,P
"","","","","","","","","","","","","","",127566-161545:Kaleb Ort,127566-161545,P,Kaleb,Kaleb Ort,Ort,4.530612244897959,49,5500,LAA@HOU,LAA,HOU,,,,,,P
"","","","","","","","","","","","","","",127566-165649:Colin Peluse,127566-165649,P,Colin,Colin Peluse,Peluse,,0,5500,TEX@PHI,PHI,TEX,,,,,,P
"","","","","","","","","","","","","","",127566-161563:Jovani Moran,127566-161563,P,Jovani,Jovani Moran,Moran,9,2,5500,BOS@CIN,BOS,CIN,,,,,,P
"","","","","","","","","","","","","","",127566-165657:Anthony Solometo,127566-165657,P,Anthony,Anthony Solometo,Solometo,,0,5500,PIT@NYM,PIT,NYM,DTD,Shoulder,,,,P
"","","","","","","","","","","","","","",127566-237343:Jose Franco,127566-237343,P,Jose,Jose Franco,Franco,,0,5500,BOS@CIN,CIN,BOS,,,,,,P
"","","","","","","","","","","","","","",127566-237345:Ryan Harbin,127566-237345,P,Ryan,Ryan Harbin,Harbin,,0,5500,PIT@NYM,PIT,NYM,O,Lat,,,,P
"","","","","","","","","","","","","","",127566-237344:Anthony Nunez,127566-237344,P,Anthony,Anthony Nunez,Nunez,,0,5500,MIN@BAL,BAL,MIN,,,,,,P
"","","","","","","","","","","","","","",127566-165671:Victor Lizarraga,127566-165671,P,Victor,Victor Lizarraga,Lizarraga,,0,5500,DET@SD,SD,DET,,,,,,P
"","","","","","","","","","","","","","",127566-165673:Levi Stoudt,127566-165673,P,Levi,Levi Stoudt,Stoudt,0,1,5500,TEX@PHI,PHI,TEX,,,,,,P
"","","","","","","","","","","","","","",127566-182062:Gus Varland,127566-182062,P,Gus,Gus Varland,Varland,5.230769230769231,26,5500,WSH@CHC,WSH,CHC,,,,,,P
"","","","","","","","","","","","","","",127566-182064:Chris Clarke,127566-182064,P,Chris,Chris Clarke,Clarke,,0,5500,WSH@CHC,CHC,WSH,,,,,,P
"","","","","","","","","","","","","","",127566-165684:Matt Mikulski,127566-165684,P,Matt,Matt Mikulski,Mikulski,,0,5500,MIN@BAL,MIN,BAL,,,,,,P
"","","","","","","","","","","","","","",127566-165695:Edwin Nunez,127566-165695,P,Edwin,Edwin Nunez,Nunez,,0,5500,TB@STL,STL,TB,,,,,,P
"","","","","","","","","","","","","","",127566-165696:Ian Bedell,127566-165696,P,Ian,Ian Bedell,Bedell,,0,5500,TB@STL,STL,TB,,,,,,P
"","","","","","","","","","","","","","",127566-163654:Alexis Diaz,127566-163654,P,Alexis,Alexis Diaz,Diaz,3.4444444444444446,18,5500,TEX@PHI,TEX,PHI,,,,,,P
"","","","","","","","","","","","","","",127566-163655:Daniel Duarte,127566-163655,P,Daniel,Daniel Duarte,Duarte,12,3,5500,PIT@NYM,NYM,PIT,,,,,,P
"","","","","","","","","","","","","","",127566-163660:Steven Wilson,127566-163660,P,Steven,Steven Wilson,Wilson,4.620689655172414,59,5500,TB@STL,TB,STL,IL,Back,,,,P
"","","","","","","","","","","","","","",127566-204624:Eric Orze,127566-204624,P,Eric,Eric Orze,Orze,6.333333333333333,33,5500,MIN@BAL,MIN,BAL,,,,,,P
"","","","","","","","","","","","","","",127566-204631:Hunter Bigge,127566-204631,P,Hunter,Hunter Bigge,Bigge,5.3076923076923075,13,5500,TB@STL,TB,STL,,,,,,P
"","","","","","","","","","","","","","",127566-165716:Sem Robberse,127566-165716,P,Sem,Sem Robberse,Robberse,0,2,5500,TB@STL,STL,TB,IL,Elbow,,,,P
"","","","","","","","","","","","","","",127566-163673:Jorge Juan,127566-163673,P,Jorge,Jorge Juan,Juan,,0,5500,BOS@CIN,BOS,CIN,,,,,,P
"","","","","","","","","","","","","","",127566-163682:Ethan Roberts,127566-163682,P,Ethan,Ethan Roberts,Roberts,3.3,10,5500,WSH@CHC,CHC,WSH,,,,,,P
"","","","","","","","","","","","","","",127566-163683:Ricky Vanasco,127566-163683,P,Ricky,Ricky Vanasco,Vanasco,4,4,5500,DET@SD,DET,SD,,,,,,P
"","","","","","","","","","","","","","",127566-163687:Ron Marinaccio,127566-163687,P,Ron,Ron Marinaccio,Marinaccio,9.285714285714286,7,5500,DET@SD,SD,DET,,,,,,P
"","","","","","","","","","","","","","",127566-163688:Collin Snider,127566-163688,P,Collin,Collin Snider,Snider,4.791666666666667,24,5500,WSH@CHC,CHC,WSH,,,,,,P
"","","","","","","","","","","","","","",127566-163697:Hagen Danner,127566-163697,P,Hagen,Hagen Danner,Danner,0,1,5500,BOS@CIN,CIN,BOS,,,,,,P
"","","","","","","","","","","","","","",127566-163702:Logan Gillaspie,127566-163702,P,Logan,Logan Gillaspie,Gillaspie,9,3,5500,DET@SD,SD,DET,,,,,,P
"","","","","","","","","","","","","","",127566-163701:Felix Bautista,127566-163701,P,Felix,Felix Bautista,Bautista,6.571428571428571,35,5500,MIN@BAL,BAL,MIN,IL,Shoulder,,,,P
"","","","","","","","","","","","","","",127566-157600:Austin Warren,127566-157600,P,Austin,Austin Warren,Warren,11.6,5,5500,PIT@NYM,NYM,PIT,,,,,,P
"","","","","","","","","","","","","","",127566-102314:Lenny Torres,127566-102314,P,Lenny,Lenny Torres,Torres,,0,5500,TEX@PHI,PHI,TEX,,,,,,P
"","","","","","","","","","","","","","",127566-102318:Ryan Rolison,127566-102318,P,Ryan,Ryan Rolison,Rolison,3.5161290322580645,31,5500,WSH@CHC,CHC,WSH,,,,,,P
"","","","","","","","","","","","","","",127566-102324:Konnor Pilkington,127566-102324,P,Konnor,Konnor Pilkington,Pilkington,4.90625,32,5500,DET@SD,DET,SD,,,,,,P
"","","","","","","","","","","","","","",127566-102332:Jackson Kowar,127566-102332,P,Jackson,Jackson Kowar,Kowar,5.6,15,5500,MIN@BAL,BAL,MIN,,,,,,P
"","","","","","","","","","","","","","",127566-102334:Corbin Martin,127566-102334,P,Corbin,Corbin Martin,Martin,5.8125,17,5500,WSH@CHC,CHC,WSH,,,,,,P
"","","","","","","","","","","","","","",127566-198619:Yuki Matsui,127566-198619,P,Yuki,Yuki Matsui,Matsui,5.203389830508475,61,5500,DET@SD,SD,DET,IL,Groin,,,,P
"","","","","","","","","","","","","","",127566-198618:Coleman Crow,127566-198618,P,Coleman,Coleman Crow,Crow,,0,5500,CWS@MIL,MIL,CWS,,,,,,P
"","","","","","","","","","","","","","",127566-202726:Michel Otanez,127566-202726,P,Michel,Michel Otanez,Otanez,2,6,5500,TEX@PHI,TEX,PHI,,,,,,P
"","","","","","","","","","","","","","",127566-102376:Garrett Whitlock,127566-102376,P,Garrett,Garrett Whitlock,Whitlock,7.870967741935484,63,5500,BOS@CIN,BOS,CIN,,,,,,P
"","","","","","","","","","","","","","",127566-102386:Steven Jennings,127566-102386,P,Steven,Steven Jennings,Jennings,,0,5500,TEX@PHI,TEX,PHI,,,,,,P
"","","","","","","","","","","","","","",127566-198655:Woo Suk Go,127566-198655,P,Woo Suk,Woo Suk Go,Go,,0,5500,DET@SD,DET,SD,,,,,,P
"","","","","","","","","","","","","","",127566-102399:Sam Carlson,127566-102399,P,Sam,Sam Carlson,Carlson,,0,5500,LAA@HOU,HOU,LAA,,,,,,P
"","","","","","","","","","","","","","",127566-79282:Juan Soto,127566-79282,OF,Juan,Juan Soto,Soto,14.203125,160,4400,PIT@NYM,NYM,PIT,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-60631:Kyle Schwarber,127566-60631,OF,Kyle,Kyle Schwarber,Schwarber,13.898193359375,166,4300,TEX@PHI,PHI,TEX,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-39086:Byron Buxton,127566-39086,OF,Byron,Byron Buxton,Buxton,13.45952400328621,126,4200,MIN@BAL,MIN,BAL,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-16952:Francisco Lindor,127566-16952,SS,Francisco,Francisco Lindor,Lindor,12.52750015258789,160,4000,PIT@NYM,NYM,PIT,DTD,Hand,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-79393:Fernando Tatis Jr.,127566-79393,OF,Fernando,Fernando Tatis Jr.,Tatis Jr.,11.987974529024921,158,4000,DET@SD,SD,DET,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-65881:Trea Turner,127566-65881,SS,Trea,Trea Turner,Turner,12.089655172413794,145,3900,TEX@PHI,PHI,TEX,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-82575:Yordan Alvarez,127566-82575,OF,Yordan,Yordan Alvarez,Alvarez,9.414583206176758,48,3800,LAA@HOU,HOU,LAA,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-195679:Junior Caminero,127566-195679,3B,Junior,Junior Caminero,Caminero,11.835064776532061,154,3800,TB@STL,TB,STL,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-165513:Elly De La Cruz,127566-165513,SS,Elly,Elly De La Cruz,De La Cruz,11.607316924304497,164,3800,BOS@CIN,CIN,BOS,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-198870:Roman Anthony,127566-198870,OF,Roman,Roman Anthony,Anthony,11.008450360365316,71,3700,BOS@CIN,BOS,CIN,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-12948:Bryce Harper,127566-12948,1B,Bryce,Bryce Harper,Harper,11.390440996955423,136,3700,TEX@PHI,PHI,TEX,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-119306:Gunnar Henderson,127566-119306,SS,Gunnar,Gunnar Henderson,Henderson,10.753246753246753,154,3600,MIN@BAL,BAL,MIN,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-82614:Pete Alonso,127566-82614,1B,Pete,Pete Alonso,Alonso,11.94074089144483,162,3600,MIN@BAL,BAL,MIN,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-13929:Manny Machado,127566-13929,3B,Manny,Manny Machado,Machado,10.857407558111497,162,3600,DET@SD,SD,DET,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-165661:James Wood,127566-165661,OF,James,James Wood,Wood,11.550318626841163,157,3600,WSH@CHC,WSH,CHC,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-167012:Seiya Suzuki,127566-167012,OF,Seiya,Seiya Suzuki,Suzuki,11.04276760269261,159,3500,WSH@CHC,CHC,WSH,IL,Knee,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-38412:Corey Seager,127566-38412,SS,Corey,Corey Seager,Seager,11.07058775658701,102,3500,TEX@PHI,TEX,PHI,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-165611:Jackson Chourio,127566-165611,OF,Jackson,Jackson Chourio,Chourio,11.708571079799107,140,3500,CWS@MIL,MIL,CWS,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-135203:Spencer Torkelson,127566-135203,1B,Spencer,Spencer Torkelson,Torkelson,10.024539877300613,163,3400,DET@SD,DET,SD,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-119345:Jeremy Pena,127566-119345,SS,Jeremy,Jeremy Pena,Pena,11.2047998046875,125,3400,LAA@HOU,HOU,LAA,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-82654:Bo Bichette,127566-82654,SS/3B,Bo,Bo Bichette,Bichette,11.256849315068493,146,3400,PIT@NYM,NYM,PIT,,,,,,3B/SS/UTIL
"","","","","","","","","","","","","","",127566-52158:Trevor Story,127566-52158,SS,Trevor,Trevor Story,Story,11.094374847412109,160,3400,BOS@CIN,BOS,CIN,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-21609:Christian Yelich,127566-21609,OF,Christian,Christian Yelich,Yelich,11.174213529382861,159,3400,CWS@MIL,MIL,CWS,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-146704:Pete Crow-Armstrong,127566-146704,OF,Pete,Pete Crow-Armstrong,Crow-Armstrong,11.116363340435607,165,3400,WSH@CHC,CHC,WSH,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-119311:Jarren Duran,127566-119311,OF,Jarren,Jarren Duran,Duran,11.00250015258789,160,3300,BOS@CIN,BOS,CIN,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-119343:Riley Greene,127566-119343,OF,Riley,Riley Greene,Greene,10.721818033854166,165,3300,DET@SD,DET,SD,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-119352:Michael Busch,127566-119352,1B,Michael,Michael Busch,Busch,10.474846775546396,163,3300,WSH@CHC,CHC,WSH,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-119410:CJ Abrams,127566-119410,SS,CJ,CJ Abrams,Abrams,11.086111280653212,144,3300,WSH@CHC,WSH,CHC,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-12933:Mike Trout,127566-12933,OF,Mike,Mike Trout,Trout,10.373845966045673,130,3300,LAA@HOU,LAA,HOU,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-21633:Eugenio Suarez,127566-21633,3B,Eugenio,Eugenio Suarez,Suarez,11.426900584795321,171,3300,BOS@CIN,CIN,BOS,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-79151:Taylor Ward,127566-79151,OF,Taylor,Taylor Ward,Ward,10.947133446954618,157,3300,MIN@BAL,BAL,MIN,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-222785:Luke Keaschall,127566-222785,2B,Luke,Luke Keaschall,Keaschall,11.775510204081632,49,3300,MIN@BAL,MIN,BAL,,,,,,2B/UTIL
"","","","","","","","","","","","","","",127566-165666:Jackson Merrill,127566-165666,OF,Jackson,Jackson Merrill,Merrill,10.03135551840572,118,3300,DET@SD,SD,DET,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-198526:Wyatt Langford,127566-198526,OF,Wyatt,Wyatt Langford,Langford,10.862686384969683,134,3300,TEX@PHI,TEX,PHI,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-14562:Jose Altuve,127566-14562,2B/OF,Jose,Jose Altuve,Altuve,9.932258064516128,155,3200,LAA@HOU,HOU,LAA,,,,,,2B/OF/UTIL
"","","","","","","","","","","","","","",127566-119420:Ivan Herrera,127566-119420,C/OF,Ivan,Ivan Herrera,Herrera,10.895327559141355,107,3200,TB@STL,STL,TB,,,,,,C/1B/OF/UTIL
"","","","","","","","","","","","","","",127566-68522:Alex Bregman,127566-68522,3B,Alex,Alex Bregman,Bregman,10.532479049813034,117,3200,WSH@CHC,CHC,WSH,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-165535:Colson Montgomery,127566-165535,SS,Colson,Colson Montgomery,Montgomery,11.494365853323064,71,3200,CWS@MIL,CWS,MIL,,,,,2,SS/UTIL
"","","","","","","","","","","","","","",127566-102284:William Contreras,127566-102284,C,William,William Contreras,Contreras,10.102516030365566,159,3200,CWS@MIL,MIL,CWS,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-17097:Brandon Nimmo,127566-17097,OF,Brandon,Brandon Nimmo,Nimmo,10.310967426915322,155,3100,TEX@PHI,TEX,PHI,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-82734:Luis Robert Jr.,127566-82734,OF,Luis,Luis Robert Jr.,Robert Jr.,9.935454767400568,110,3100,PIT@NYM,NYM,PIT,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-185300:Zach Neto,127566-185300,SS,Zach,Zach Neto,Neto,11.643750190734863,128,3100,LAA@HOU,LAA,HOU,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-79092:Ian Happ,127566-79092,OF,Ian,Ian Happ,Happ,10.344936708860759,158,3100,WSH@CHC,CHC,WSH,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-79120:Yandy Diaz,127566-79120,1B,Yandy,Yandy Diaz,Diaz,10.622000325520833,150,3100,TB@STL,TB,STL,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-102353:Brice Turang,127566-102353,2B,Brice,Brice Turang,Turang,10.610909386837122,165,3100,CWS@MIL,MIL,CWS,,,,,,2B/UTIL
"","","","","","","","","","","","","","",127566-176691:Kerry Carpenter,127566-176691,OF,Kerry,Kerry Carpenter,Carpenter,9.108695652173912,138,3000,DET@SD,DET,SD,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-82574:Isaac Paredes,127566-82574,3B,Isaac,Isaac Paredes,Paredes,10.275489956724877,102,3000,LAA@HOU,HOU,LAA,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-17086:Marcell Ozuna,127566-17086,OF,Marcell,Marcell Ozuna,Ozuna,9.049654835668104,145,3000,PIT@NYM,PIT,NYM,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-68588:Gleyber Torres,127566-68588,2B,Gleyber,Gleyber Torres,Torres,9.684313406352125,153,3000,DET@SD,DET,SD,,,,,,2B/UTIL
"","","","","","","","","","","","","","",127566-83155:Ramon Laureano,127566-83155,OF,Ramon,Ramon Laureano,Laureano,10.192424427379262,132,3000,DET@SD,SD,DET,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-38218:Christian Walker,127566-38218,1B,Christian,Christian Walker,Walker,9.340259898792613,154,3000,LAA@HOU,HOU,LAA,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-21887:Willson Contreras,127566-21887,C/1B,Willson,Willson Contreras,Contreras,10.311111111111112,135,3000,BOS@CIN,BOS,CIN,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-85504:Brandon Lowe,127566-85504,2B,Brandon,Brandon Lowe,Lowe,10.502239170359141,134,3000,PIT@NYM,PIT,NYM,,,,,,2B/UTIL
"","","","","","","","","","","","","","",127566-163662:Jonathan Aranda,127566-163662,1B,Jonathan,Jonathan Aranda,Aranda,10.18113161482901,106,3000,TB@STL,TB,STL,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-102389:Oneil Cruz,127566-102389,SS/OF,Oneil,Oneil Cruz,Cruz,10.206666847511574,135,3000,PIT@NYM,PIT,NYM,,,,,,SS/OF/UTIL
"","","","","","","","","","","","","","",127566-81953:Austin Hays,127566-81953,OF,Austin,Austin Hays,Hays,10.28190452938988,105,2900,CWS@MIL,CWS,MIL,,,,,5,OF/UTIL
"","","","","","","","","","","","","","",127566-102555:Noelvi Marte,127566-102555,3B/OF,Noelvi,Noelvi Marte,Marte,9.801087089206861,92,2900,BOS@CIN,CIN,BOS,,,,,,3B/OF/UTIL
"","","","","","","","","","","","","","",127566-119377:Matt Wallner,127566-119377,OF,Matt,Matt Wallner,Wallner,9.080769465519833,104,2900,MIN@BAL,MIN,BAL,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-82580:Jo Adell,127566-82580,OF,Jo,Jo Adell,Adell,9.661841944644326,152,2900,LAA@HOU,LAA,HOU,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-82608:Royce Lewis,127566-82608,3B,Royce,Royce Lewis,Lewis,8.294339737802181,106,2900,MIN@BAL,MIN,BAL,,,,,,3B/UTIL
"","","","","","","","","","","","","","",127566-232356:Dylan Beavers,127566-232356,OF,Dylan,Dylan Beavers,Beavers,9.205714634486608,35,2900,MIN@BAL,BAL,MIN,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-240561:Munetaka Murakami,127566-240561,1B,Munetaka,Munetaka Murakami,Murakami,,0,2900,CWS@MIL,CWS,MIL,,,,,6,C/1B/UTIL
"","","","","","","","","","","","","","",127566-68586:Dansby Swanson,127566-68586,SS,Dansby,Dansby Swanson,Swanson,9.425149700598803,167,2900,WSH@CHC,CHC,WSH,,,,,,SS/UTIL
"","","","","","","","","","","","","","",127566-193598:Nolan Schanuel,127566-193598,1B,Nolan,Nolan Schanuel,Schanuel,9.070454915364584,132,2900,LAA@HOU,LAA,HOU,,,,,,C/1B/UTIL
"","","","","","","","","","","","","","",127566-154711:Lars Nootbaar,127566-154711,OF,Lars,Lars Nootbaar,Nootbaar,8.67851833767361,135,2900,TB@STL,STL,TB,IL,Heel,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-37982:Xander Bogaerts,127566-37982,SS/2B,Xander,Xander Bogaerts,Bogaerts,9.047481838747752,139,2900,DET@SD,SD,DET,,,,,,2B/SS/UTIL
"","","","","","","","","","","","","","",127566-21705:Marcus Semien,127566-21705,2B,Marcus,Marcus Semien,Semien,9.156693105622539,127,2900,PIT@NYM,NYM,PIT,,,,,,2B/UTIL
"","","","","","","","","","","","","","",127566-197967:Jackson Holliday,127566-197967,2B/SS,Jackson,Jackson Holliday,Holliday,9.157718120805368,149,2900,MIN@BAL,BAL,MIN,IL,Hand,,,,2B/SS/UTIL
"","","","","","","","","","","","","","",127566-21874:Jorge Polanco,127566-21874,1B/2B/3B,Jorge,Jorge Polanco,Polanco,9.8013330078125,150,2900,PIT@NYM,NYM,PIT,,,,,,C/1B/2B/3B/UTIL
"","","","","","","","","","","","","","",127566-79230:Bryan Reynolds,127566-79230,OF,Bryan,Bryan Reynolds,Reynolds,9.03311672458401,154,2900,PIT@NYM,PIT,NYM,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-85520:Adolis Garcia,127566-85520,OF,Adolis,Adolis Garcia,Garcia,9.074814633969908,135,2900,TEX@PHI,PHI,TEX,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-165693:Alec Burleson,127566-165693,OF/1B,Alec,Alec Burleson,Burleson,9.02374135847572,139,2900,TB@STL,STL,TB,,,,,,C/1B/OF/UTIL
"","","","","","","","","","","","","","",127566-165710:Evan Carter,127566-165710,OF,Evan,Evan Carter,Carter,9.153968447730655,63,2900,TEX@PHI,TEX,PHI,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-102296:TJ Friedl,127566-102296,OF,TJ,TJ Friedl,Friedl,9.590259898792613,154,2900,BOS@CIN,CIN,BOS,,,,,,OF/UTIL
"","","","","","","","","","","","","","",127566-102301:Nico Hoerner,127566-102301,2B/SS,Nico,Nico Hoerner,Hoerner,9.744512046255716,164,2900,WSH@CHC,CHC,WSH,,,,,,2B/SS/UTIL
